sal_code,sal_name,population,median_weekly_rent
SAL22515,Timbarra,0,0
SAL22516,Timboon,1250,260
SAL22517,Timboon West,57,25
SAL22518,Timmering,90,200
SAL22519,Timor,68,0
SAL22520,Timor West,23,300
SAL22521,Tinamba,358,237
SAL22522,Tinamba West,63,250
SAL22523,Tintaldra,66,250
SAL22524,Tittybong,3,0
SAL22525,Tol Tol,175,260
SAL22526,Tolmie,547,300
SAL22527,Tom Groggin,7,0
SAL22528,Tongala,1973,200
SAL22529,Tonghi Creek,5,150
SAL22530,Tongio,50,190
SAL22531,Tonimbuk,229,260
SAL22532,Tooan,23,0
SAL22533,Tooborac,319,250
SAL22534,Toolamba,822,250
SAL22535,Toolamba West,110,200
SAL22536,Toolangi,366,236
SAL22537,Toolern Vale,818,385
SAL22538,Toolleen,221,260
SAL22539,Toolome,0,0
SAL22540,Toolondo,74,163
SAL22541,Toolong,88,150
SAL22542,Toombon,0,0
SAL22543,Toongabbie,1085,270
SAL22544,Toora,713,230
SAL22545,Toora North,107,299
SAL22546,Tooradin,1722,350
SAL22547,Toorak,12817,486
SAL22548,Toorloo Arm,509,170
SAL22549,Toorongo,0,0
SAL22550,Tootgarook,3178,360
SAL22551,Torquay,18534,500
SAL22552,Torrita,51,0
SAL22553,Torrumbarry,257,200
SAL22554,Torwood,49,412
SAL22555,Tostaree,23,295
SAL22556,Tottenham,3,150
SAL22557,Tottington,5,0
SAL22558,Tourello,46,85
SAL22559,Towan,13,0
SAL22560,Towaninny,4,0
SAL22561,Towaninny South,0,0
SAL22562,Tower Hill,83,278
SAL22563,Towong,143,175
SAL22564,Towong Upper,37,0
SAL22565,Trafalgar,4349,300
SAL22566,Trafalgar East,401,270
SAL22567,Trafalgar South,305,310
SAL22568,Tragowel,83,0
SAL22569,Traralgon,26907,275
SAL22570,Traralgon East,1780,400
SAL22571,Traralgon South,553,260
SAL22572,Travancore,2116,351
SAL22573,Trawalla,140,150
SAL22574,Trawool,90,300
SAL22575,Traynors Lagoon,22,0
SAL22576,Tremont,69,401
SAL22577,Trentham,1382,386
SAL22578,Trentham East,181,257
SAL22579,Tresco,162,170
SAL22580,Tresco West,153,210
SAL22581,Trida,87,280
SAL22582,Truganina,36305,390
SAL22583,Tubbut,13,240
SAL22584,Tuerong,357,295
SAL22585,Tulkara,9,100
SAL22586,Tullamarine,6733,355
SAL22587,Tungamah,449,150
SAL22588,Turoar,8,0
SAL22589,Turriff,30,0
SAL22590,Turriff East,7,0
SAL22591,Turtons Creek,33,285
SAL22592,Tutye,21,0
SAL22593,Tyaak,85,0
SAL22594,Tyabb,3449,383
SAL22595,Tyenna,4,0
SAL22596,Tyers,893,240
SAL22597,Tylden,645,350
SAL22598,Tynong,523,311
SAL22599,Tynong North,440,235
SAL22600,Tyntynder,157,160
SAL22601,Tyntynder South,250,250
SAL22602,Tyrendarra,198,205
SAL22603,Tyrendarra East,19,25
SAL22604,Tyrrell,16,0
SAL22605,Tyrrell Downs,9,0
SAL22606,Ullina,25,0
SAL22607,Ullswater,47,200
SAL22608,Ultima,173,180
SAL22609,Ultima East,0,0
SAL22610,Ulupna,17,0
SAL22611,Undera,450,235
SAL22612,Underbool,215,150
SAL22613,Upotipotpon,56,350
SAL22614,Upper Ferntree Gully,3417,369
SAL22615,Upper Gundowring,120,250
SAL22616,Upper Lurg,107,264
SAL22617,Upper Plenty,415,310
SAL22618,Upper Ryans Creek,40,0
SAL22619,Upton Hill,29,180
SAL22620,Upwey,6818,390
SAL22621,Valencia Creek,187,170
SAL22622,Vasey,45,92
SAL22623,Vaughan,55,300
SAL22624,Vectis,184,225
SAL22625,Ventnor,982,328
SAL22626,Venus Bay,904,280
SAL22627,Vermont,10993,426
SAL22628,Vermont South,11954,496
SAL22629,Vervale,44,300
SAL22630,Vesper,50,145
SAL22631,Victoria Point,16,0
SAL22632,Victoria Valley,65,115
SAL22633,Viewbank,7030,451
SAL22634,Vinifera,163,135
SAL22635,Violet Town,936,250
SAL22636,Vite Vite,37,0
SAL22637,Vite Vite North,32,50
SAL22638,W Tree,47,50
SAL22639,Waaia,420,195
SAL22640,Waanyarra,57,360
SAL22641,Waarre,0,0
SAL22642,Wabonga,0,0
SAL22643,Waggarandall,52,0
SAL22644,Wahgunyah,1061,230
SAL22645,Wahring,88,320
SAL22646,Wail,44,200
SAL22647,Wairewa,67,150
SAL22648,Waitchie,43,0
SAL22649,Wal Wal,37,0
SAL22650,Waldara,677,300
SAL22651,Walhalla,35,162
SAL22652,Walhalla East,0,0
SAL22653,Walkerville,130,458
SAL22654,Walkerville North,5,0
SAL22655,Walkerville South,13,0
SAL22656,Wallace,227,250
SAL22657,Wallacedale,94,235
SAL22658,Wallagaraugh,0,0
SAL22659,Wallaloo,11,0
SAL22660,Wallaloo East,12,0
SAL22661,Wallan,15004,360
SAL22662,Wallinduc,42,150
SAL22663,Wallington,1515,325
SAL22664,Wallup,28,89
SAL22665,Walmer,262,331
SAL22666,Walpa,157,120
SAL22667,Walpeup,171,125
SAL22668,Walwa,191,160
SAL22669,Wandana Heights,2195,410
SAL22670,Wandella,67,163
SAL22671,Wandiligong,522,275
SAL22672,Wandin East,408,316
SAL22673,Wandin North,3132,368
SAL22674,Wando Bridge,41,150
SAL22675,Wando Vale,96,100
SAL22676,Wandong,1477,305
SAL22677,Wandown,0,0
SAL22678,Wangandary,217,375
SAL22679,Wangarabell,8,0
SAL22680,Wangaratta,19214,260
SAL22681,Wangaratta South,550,250
SAL22682,Wangie,11,0
SAL22683,Wangoom,237,280
SAL22684,Wannon,124,100
SAL22685,Wantirna,14237,428
SAL22686,Wantirna South,20754,441
SAL22687,Waranga Shores,314,200
SAL22688,Waratah Bay,48,2358
SAL22689,Warburton,2020,290
SAL22690,Wareek,72,150
SAL22691,Wargan,53,231
SAL22692,Warmur,31,0
SAL22693,Warncoort,146,300
SAL22694,Warne,13,0
SAL22695,Warneet,565,336
SAL22696,Warrabkook,42,135
SAL22697,Warracknabeal,2359,180
SAL22698,Warragul,19856,321
SAL22699,Warragul South,280,300
SAL22700,Warragul West,33,380
SAL22701,Warrak,68,275
SAL22702,Warrandyte,5541,492
SAL22703,Warrandyte South,671,500
SAL22704,Warranwood,4820,423
SAL22705,Warrayure,50,120
SAL22706,Warrenbayne,144,254
SAL22707,Warrenheip,721,229
SAL22708,Warrenmang,16,155
SAL22709,Warrion,204,310
SAL22710,Warrnambool,31308,290
SAL22711,Warrock,46,140
SAL22712,Warrong,77,190
SAL22713,Wartook,88,140
SAL22714,Watchem,124,175
SAL22715,Watchem West,29,150
SAL22716,Watchupga,43,50
SAL22717,Waterford Park,217,285
SAL22718,Waterholes,12,0
SAL22719,Waterloo,122,165
SAL22720,Waterways,2422,623
SAL22721,Watsonia,5352,385
SAL22722,Watsonia North,3799,401
SAL22723,Watsons Creek,58,542
SAL22724,Wattle Bank,250,204
SAL22725,Wattle Creek,0,0
SAL22726,Wattle Flat,104,0
SAL22727,Wattle Glen,1911,420
SAL22728,Wattle Hill,11,0
SAL22729,Waubra,308,200
SAL22730,Waurn Ponds,4956,430
SAL22731,Waygara,20,0
SAL22732,Weatherboard,52,205
SAL22733,Wedderburn,951,174
SAL22734,Wedderburn Junction,20,0
SAL22735,Wee Wee Rup,31,263
SAL22736,Weeaproinah,15,175
SAL22737,Weering,62,220
SAL22738,Weerite,121,200
SAL22739,Wehla,41,125
SAL22740,Weir Views,4348,352
SAL22741,Wellsford,144,200
SAL22742,Welshmans Reef,210,327
SAL22743,Welshpool,361,220
SAL22744,Wemen,128,135
SAL22745,Wendouree,10376,250
SAL22746,Wensleydale,95,400
SAL22747,Wentworth,0,0
SAL22748,Werneth,66,153
SAL22749,Werona,43,115
SAL22750,Werribee,50027,330
SAL22751,Werribee South,2392,350
SAL22752,Werrimull,97,90
SAL22753,Wesburn,1052,350
SAL22754,West Bendigo,378,235
SAL22755,West Creek,113,210
SAL22756,West Footscray,11729,351
SAL22757,West Melbourne,8025,388
SAL22758,West Wodonga,14794,290
SAL22759,Westbury,163,300
SAL22760,Westby,27,150
SAL22761,Westmeadows,6502,360
SAL22762,Westmere,62,35
SAL22763,Whanregarwen,130,270
SAL22764,Wharparilla,483,275
SAL22765,Wheatsheaf,252,266
SAL22766,Wheelers Hill,20652,481
SAL22767,Whipstick,18,0
SAL22768,Whirily,25,0
SAL22769,White Hills,3620,300
SAL22770,Whiteheads Creek,347,295
SAL22771,Whitelaw,30,250
SAL22772,Whitfield,220,200
SAL22773,Whitlands,37,275
SAL22774,Whittington,3990,250
SAL22775,Whittlesea,6117,347
SAL22776,Whoorel,25,0
SAL22777,Whorouly,383,268
SAL22778,Whorouly East,92,250
SAL22779,Whorouly South,64,400
SAL22780,Whroo,45,381
SAL22781,Wickliffe,123,125
SAL22782,Wilby,192,130
SAL22783,Wild Dog Valley,78,0
SAL22784,Wildwood,244,550
SAL22785,Wilkur,28,0
SAL22786,Willangie,35,250
SAL22787,Willatook,53,225
SAL22788,Willaura,439,155
SAL22789,Willaura North,33,0
SAL22790,Willenabrina,17,0
SAL22791,Williams Landing,9448,420
SAL22792,Williamstown,14407,450
SAL22793,Williamstown North,1622,400
SAL22794,Willow Grove,654,243
SAL22795,Willowmavin,241,300
SAL22796,Willowvale,10,0
SAL22797,Willung,77,300
SAL22798,Willung South,146,350
SAL22799,Wilsons Hill,88,175
SAL22800,Wilsons Promontory,16,100
SAL22801,Wimbledon Heights,421,330
SAL22802,Winchelsea,2456,295
SAL22803,Winchelsea South,171,200
SAL22804,Windermere,96,200
SAL22805,Windsor,7273,411
SAL22806,Wingan River,4,0
SAL22807,Wingeel,26,235
SAL22808,Winjallok,18,0
SAL22809,Winlaton,0,160
SAL22810,Winnambool,8,0
SAL22811,Winnap,14,0
SAL22812,Winnindoo,127,180
SAL22813,Winslow,436,220
SAL22814,Winter Valley,3440,390
SAL22815,Winton,103,308
SAL22816,Winton North,8,115
SAL22817,Wirrate,3,0
SAL22818,Wiseleigh,177,245
SAL22819,Wodonga,20259,280
SAL22820,Wollert,24407,391
SAL22821,Wombat Creek,26,390
SAL22822,Wombelano,49,111
SAL22823,Won Wron,196,250
SAL22824,Wonga,44,250
SAL22825,Wonga Park,3843,491
SAL22826,Wongarra,47,148
SAL22827,Wongungarra,0,0
SAL22828,Wonnangatta,0,0
SAL22829,Wonthaggi,5215,270
SAL22830,Wonwondah,114,345
SAL22831,Wonyip,39,263
SAL22832,Wood Wood,91,220
SAL22833,Woodend,6732,400
SAL22834,Woodend North,315,630
SAL22835,Woodfield,62,276
SAL22836,Woodford,436,300
SAL22837,Woodglen,52,615
SAL22838,Woodhouse,34,450
SAL22839,Woodleigh,126,220
SAL22840,Woods Point,33,92
SAL22841,Woodside,374,260
SAL22842,Woodside Beach,114,236
SAL22843,Woodstock,150,390
SAL22844,Woodstock On Loddon,36,295
SAL22845,Woodstock West,45,300
SAL22846,Woodvale,556,350
SAL22847,Wool Wool,55,160
SAL22848,Woolamai,245,290
SAL22849,Woolenook,0,0
SAL22850,Woolshed Flat,13,0
SAL22851,Woolsthorpe,364,200
SAL22852,Woomelang,191,100
SAL22853,Wooragee,342,110
SAL22854,Woorarra East,43,240
SAL22855,Woorarra West,48,230
SAL22856,Wooreen,91,300
SAL22857,Woori Yallock,2964,346
SAL22858,Woorinen,262,300
SAL22859,Woorinen North,94,165
SAL22860,Woorinen South,404,175
SAL22861,Woorndoo,160,125
SAL22862,Wooroonook,26,0
SAL22863,Woosang,12,125
SAL22864,Wootong Vale,32,0
SAL22865,Worrowing,0,0
SAL22866,Wrathung,0,0
SAL22867,Wrixon,0,0
SAL22868,Wroxham,0,0
SAL22869,Wuk Wuk,86,175
SAL22870,Wulgulmerang,18,0
SAL22871,Wulgulmerang East,12,0
SAL22872,Wulgulmerang West,0,0
SAL22873,Wunghnu,326,250
SAL22874,Wurdiboluc,147,115
SAL22875,Wurruk,1177,250
SAL22876,Wy Yung,1940,278
SAL22877,Wycheproof,610,150
SAL22878,Wycheproof South,6,0
SAL22879,Wychitella,29,0
SAL22880,Wychitella North,18,0
SAL22881,Wye River,67,301
SAL22882,Wyelangta,40,200
SAL22883,Wyndham Vale,20518,343
SAL22884,Wyuna,278,138
SAL22885,Wyuna East,106,1000
SAL22886,Yaapeet,75,50
SAL22887,Yabba North,104,175
SAL22888,Yabba South,32,323
SAL22889,Yackandandah,2008,306
SAL22890,Yalca,222,250
SAL22891,Yalla-Y-Poora,13,181
SAL22892,Yallambie,4161,340
SAL22893,Yallourn,143,295
SAL22894,Yallourn North,1511,220
SAL22895,Yalmy,0,0
SAL22896,Yambuk,284,255
SAL22897,Yambuna,109,210
SAL22898,Yan Yean,246,388
SAL22899,Yanac,69,75
SAL22900,Yanakie,283,220
SAL22901,Yando,45,200
SAL22902,Yandoit,181,285
SAL22903,Yandoit Hills,44,0
SAL22904,Yangery,113,170
SAL22905,Yangoura,0,0
SAL22906,Yannathan,272,200
SAL22907,Yapeen,272,160
SAL22908,Yarck,194,200
SAL22909,Yarpturk,63,190
SAL22910,Yarra Glen,3012,380
SAL22911,Yarra Junction,2875,300
SAL22912,Yarraberb,17,0
SAL22913,Yarragon,1893,320
SAL22914,Yarragon South,204,345
SAL22915,Yarram,2136,225
SAL22916,Yarrambat,1602,450
SAL22917,Yarraville,15636,462
SAL22918,Yarrawalla,78,150
SAL22919,Yarrawonga,8661,290
SAL22920,Yarrawonga South,15,160
SAL22921,Yarroweyah,551,215
SAL22922,Yatchaw,35,231
SAL22923,Yawong Hills,5,0
SAL22924,Yea,1789,300
SAL22925,Yellingbo,582,340
SAL22926,Yelta,325,185
SAL22927,Yendon,320,200
SAL22928,Yeo,124,308
SAL22929,Yeodene,107,180
SAL22930,Yering,138,0
SAL22931,Yeungroon,34,0
SAL22932,Yeungroon East,11,100
SAL22933,Yielima,93,300
SAL22934,Yinnar,1021,245
SAL22935,Yinnar South,675,250
SAL22936,York Plains,0,0
SAL22937,Youanmite,56,110
SAL22938,Youarang,34,180
SAL22939,Yulecart,128,300
SAL22940,Yundool,52,239
SAL22941,Yuroke,123,278
SAL22942,Yuulong,49,84
SAL22943,Zeerust,147,230
SAL22944,Zumsteins,0,0
